Season,Date,Date_yyyy_mm_dd,Site ,Standard_Site_Code,Sample_Type,Species,MNR_Species_Code,Fish_Number,Sample_ID,Number_of_Individuals,Fork_Length_mm,Fork_Length_per_individual_mm,Total_Length_mm,Total_Length_per_individual_mm,Weight_lb,Weight_g ,Weight_per_individual_lb ,Weight_per_individual_g,Kept,Sex,SI_tissue_taken,Stomach_Contents,Pass_Number,Pria_Fish_Number,Notes
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,BS,281,2,EP43-18-BS-2,1,NA,NA,58,58,0.0044,2,0.004409,2,Y,M,Y,chironomids,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,BS,281,3,EP43-18-BS-3,1,NA,NA,47,47,0.0022,1,0.002205,1,Y,M,Y,chironomids,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,BS,281,4,EP43-18-BS-4,1,NA,NA,52,52,0.0033,1.5,0.003307,1.5,Y,UNK,Y,UNK,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,BS,281,5,EP43-18-BS-5,1,NA,NA,52,52,0.0022,1,0.002205,1,Y,M,Y (tail),chironomids,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,BS,281,6,EP43-18-BS-6,1,NA,NA,46,46,0.0022,1,0.002205,1,Y,M,Y (tail),chironomids,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,BS,281,7,EP43-18-BS-7,1,NA,NA,46,46,0.0011,0.5,0.001102,0.5,Y,M,Y (tail),chironomids,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,BS,281,8,EP43-18-BS-8,1,NA,NA,53,53,0.0033,1.5,0.003307,1.5,Y,M,Y,chironomids,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,BS,281,9,EP43-18-BS-9,1,NA,NA,46,46,0.0022,1,0.002205,1,Y,IM,Y (tail),algae,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,BS,281,10,EP43-18-BS-10,1,NA,NA,47,47,0.0022,1,0.002205,1,Y,M,Y (tail),chironomids/insects,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Bulk,BS,281,Bulk,NA,6,NA,NA,"46, 48, 46",46.66666667,0.0077,3.5,0.001286,0.6,N,NA,NA,NA,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Bulk,BS,281,Bulk,NA,12,NA,NA,"34, 38, 32",34.66666667,0.0066,3,0.000551,0.3,N,NA,NA,NA,2,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Bulk,BS,281,Bulk,NA,17,NA,NA,"48, 57, 48",51,0.0353,16,0.002075,0.9,N,NA,NA,NA,2,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Bulk,BS,281,Bulk,NA,9,NA,NA,"38, 37, 32",35.66666667,0.0077,3.5,0.000857,0.4,N,NA,NA,NA,3,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Bulk,BS,281,Bulk,NA,19,NA,NA,"50, 45, 53",49.33333333,0.0386,17.5,0.002031,0.9,N,NA,NA,NA,3,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,1,EP43-18-CC-1,1,47,47,50,50,0.0033,1.5,0.003307,1.5,Y,M,Y (tail),algae,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,2,EP43-18-CC-2,1,54,54,57,57,0.0044,2,0.004409,2,Y,IM,Y,empty,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,3,EP43-18-CC-3,1,49,49,51,51,0.0022,1,0.002205,1,Y,M,Y,insects/maybe algae,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,Bulk,NA,75,"32, 28, 32",30.66666667,"34, 30, 34",32.66666667,0.0496,22.5,0.000661,0.3,N,NA,NA,NA,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,Bulk,NA,37,"33, 36, 36 ",35,"34, 38, 38",36.66666667,0.0441,20,0.001192,0.5,N,NA,NA,NA,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,4,EP43-18-CC-4,1,45,45,48,48,0.0022,1,0.002205,1,Y,M,Y,insects,1,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,5,EP43-18-CC-5,1,51,51,54,54,0.0033,1.5,0.003307,1.5,Y,M,Y (tail),Unidentifiable,2,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,6,EP43-18-CC-6,1,83,83,86,86,0.0143,6.5,0.01433,6.5,Y,F,Y,insects,2,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,7,EP43-18-CC-7,1,97,97,103,103,0.0243,11,0.024251,11,Y,F,Y,insects,2,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Bulk,CC,212,Bulk,NA,44,"32, 36, 29",32.33333333,"34, 38, 30",34,0.0276,12.5,0.000626,0.3,N,NA,NA,NA,2,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Bulk,CC,212,Bulk,NA,26,"38, 32, 36",35.33333333,"40, 35, 39",38,0.0298,13.5,0.001145,0.5,N,NA,NA,NA,2,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,8,EP43-18-CC-8,1,48,48,50,50,0.0022,1,0.002205,1,Y,IM,Y,algae,2,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,9,EP43-18-CC-9,1,56,56,59,59,0.0044,2,0.004409,2,Y,F,Y,insects,3,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Individual,CC,212,10,EP43-18-CC-10,1,46,46,49,49,0.0022,1,0.002205,1,Y,M,Y,insects,3,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Bulk,CC,212,Bulk,NA,67,"27, 25, 29",27,"28, 27, 30",28.33333333,0.0463,21,0.000691,0.3,N,NA,NA,NA,3,NA,
Fall,26/10/2018,2018-10-26,Perl 4,per4.f,Bulk,CC,212,Bulk,NA,14,"34, 42, 38",38,"36, 45, 40",40.33333333,0.0198,9,0.001417,0.6,N,NA,NA,NA,3,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BNM,208,1,AT3-18-BNM-1,1,34,34,37,37,0.0011,0.5,0.001102,0.5,N,NA,N,NA,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BNM,208,2,AT3-18-BNM-2,1,34,34,36,36,0.0011,0.5,0.001102,0.5,N,NA,N,NA,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,4,AT3-18-BS-4,1,NA,NA,40,40,0.0022,1,0.002205,1,Y,M,Y,"detritus, algae",1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,5,AT3-18-BS-5,1,NA,NA,36,36,0.0011,0.5,0.001102,0.5,Y,M,Y,insects,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,Bulk,NA,40,NA,NA,"18, 22, 17",19,0.0099,4.5,0.000248,0.1,N,NA,NA,NA,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,Bulk,NA,36,NA,NA,"23, 32, 24",26.33333333,0.0187,8.5,0.000521,0.2,N,NA,NA,NA,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,6,AT3-18-BS-6,1,NA,NA,49,49,0.0022,1,0.002205,1,Y,M,Y,"algae, detritus, almost empty",1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,7A,AT3-18-BS-7A,1,NA,NA,34,34,0.0011,0.5,0.001102,0.5,Y,UNK,Y,UNK,1,NA,"two BS-7 recorded, no way to know which dissection information is from what fish"
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,7B,AT3-18-BS-7B,1,NA,NA,38,38,0.0011,0.5,0.001102,0.5,Y,UNK,Y,UNK,1,NA,"two BS-7 recorded, no way to know which dissection information is from what fish"
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,8,AT3-18-BS-8,1,NA,NA,34,34,0.0011,0.5,0.001102,0.5,Y,M,Y (tail),"algae, maybe insect",2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,9,AT3-18-BS-9,1,NA,NA,33,33,NA,<0.5,NA,<0.5,Y,unidentifiable,Y (tail),Unidentifiable,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,10,AT3-18-BS-10,1,NA,NA,39,39,0.0011,0.5,0.001102,0.5,Y,unidentifiable,Y (tail),empty,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Bulk,BS,281,Bulk-5,NA,53,NA,NA,"12, 20, 20",17.33333333,0.0099,4.5,0.000187,0.1,N,NA,NA,NA,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Bulk,BS,281,Bulk-6,NA,18,NA,NA,"30, 30, 29",29.66666667,0.0055,2.5,0.000306,0.1,N,NA,NA,NA,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Bulk,BS,281,Bulk-7,NA,29,NA,NA,"23, 17, 27",22.33333333,0.0033,1.5,0.000114,0.1,N,NA,NA,NA,3,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Bulk,BS,281,Bulk-8,NA,10,NA,NA,"33, 26, 23",27.67,0.0022,1,0.00022,0.1,N,NA,NA,NA,3,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,1,AT3-18-CC-1,1,44,44,47,47,0.0022,1,0.002205,1,Y,IM,Y,"algae, insect",1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,2,AT3-18-CC-2,1,46,46,48,48,0.0022,1,0.002205,1,Y,F,Y,empty,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,3,AT3-18-CC-3,1,40,40,43,43,0.0011,0.5,0.001102,0.5,Y,M,Y (tail),insects,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,4,AT3-18-CC-4,1,37,37,39,39,0.0011,0.5,0.001102,0.5,Y,M,Y (tail),insects,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,5,AT3-18-CC-5,1,37,37,39,39,0.0022,1,0.002205,1,Y,M,Y (tail),chironomid larvae,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,6,AT3-18-CC-6,1,39,39,41,41,0.0011,0.5,0.001102,0.5,Y,F,Y (tail),unidentified/almost empty,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,7,AT3-18-CC-7,1,61,61,64,64,0.0055,2.5,0.005512,2.5,Y,M,Y,insects,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,8,AT3-18-CC-8,1,43,43,46,46,0.0022,1,0.002205,1,Y,M,Y (tail),insects,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,9,AT3-18-CC-9,1,52,52,54,54,0.0033,1.5,0.003307,1.5,Y,M,Y,insects,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,10,AT3-18-CC-10,1,67,67,72,72,0.0077,3.5,0.007716,3.5,Y,M,Y,insects(wasp),2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,11,AT3-18-CC-11,1,40,40,43,43,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,12,AT3-18-CC-12,1,36,36,39,39,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,3,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,13,AT3-18-CC-13,1,35,35,58,58,0.0044,2,0.004409,2,N,NA,NA,NA,3,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CC,212,14,AT3-18-CC-14,1,UNK,UNK,UNK,UNK,UNK,UNK,UNK,,N,NA,NA,NA,3,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,1,AT3-18-CS-1,1,34,34,37,37,0.0011,0.5,0.001102,0.5,Y,UNK,Y (tail),algae/detritus,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,2,AT3-18-CS-2,1,UNK,UNK,38,38,0.0011,0.5,0.001102,0.5,Y,IM,Y (tail),algae,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,3,AT3-18-CS-3,1,29,29,31,31,0.0011,0.5,0.001102,0.5,Y,IM,Y (tail),algae?,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,4,AT3-18-CS-4,1,30,30,34,34,UNK,<0.5,UNK,<0.5,Y,IM,Y (tail),algae,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,5,AT3-18-CS-5,1,45,45,49,49,0.0022,1,0.002205,1,Y,Unidentifiable (black gonads),Y,algae,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,6,AT3-18-CS-6,1,35,35,39,39,0.0011,0.5,0.001102,0.5,Y,IM,Y (tail),Unidentifiable,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,7,AT3-18-CS-7,1,31,31,33,33,0.0011,0.5,0.001102,0.5,Y,unidentifiable,Y (tail),Unidentifiable,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,8,AT3-18-CS-8,1,33,33,35,35,0.0011,0.5,0.001102,0.5,Y,IM,Y (tail),algae,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,9,AT3-18-CS-9,1,31,31,34,34,0.0011,0.5,0.001102,0.5,Y,IM,Y (tail),algae?,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,10,AT3-18-CS-10,1,38,38,41,41,0.0011,0.5,0.001102,0.5,Y,M,Y (tail),algae/detritus,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Bulk,CS,198,Bulk-1,NA,3,31,31,34,34,0.0022,1,0.000735,0.3,N,NA,NA,NA,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,11,AT3-18-CS-11,1,35,35,38,38,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,CS,198,12,AT3-18-CS-12,1,39,39,41,41,0.0011,0.5,0.001102,0.5,N,NA,NA,NA,3,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Bulk,CS,198,Bulk-2,NA,5,"32, 35, 38",35,"35,38,41",38,0.0033,1.5,0.000661,0.3,N,NA,NA,NA,3,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Bulk,BS,281,Bulk,NA,30,NA,NA,UNK,UNK,0.011,5,0.000367,0.2,N,NA,NA,NA,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Bulk,BS,281,Bulk,NA,27,NA,NA,UNK,UNK,0.0066,3,0.000245,0.1,N,NA,NA,NA,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,1,AT3-18-BS-1,1,NA,NA,36,36,0.0011,0.5,0.001102,0.5,Y,M,Y (tail),insect,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,2,AT3-18-BS-2,1,NA,NA,31,31,0.0011,0.5,0.001102,0.5,Y,unidentifiable,Y (tail),Unidentifiable,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,BS,281,3,AT3-18-BS-3,1,NA,NA,36,36,0.0011,0.5,0.001102,0.5,Y,M,Y (tail),algae?,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,WS,163,1,AT3-18-WS-1,1,40,40,42,42,0.0022,1,0.002205,1,Y,IM,Y (tail),detritus ,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,WS,163,2,AT3-18-WS-2,1,45,45,46,46,0.0022,1,0.002205,1,Y,IM,Y (tail),detritus,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,WS,163,3,AT3-18-WS-3,1,43,43,44,44,0.0011,0.5,0.001102,0.5,Y,M,Y (tail),"algae, detritus",1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,WS,163,4,AT3-18-WS-4,1,50,50,52,52,0.0022,1,0.002205,1,Y,M,Y (tail),insects,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,WS,163,5,AT3-18-WS-5,1,32,32,32,32,0.0011,0.5,0.001102,0.5,Y,IM,Y (tail),detritus ,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,WS,163,6,AT3-18-WS-6,1,51,51,53,53,0.0033,1.5,0.003307,1.5,Y,M,Y,detritus ,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,WS,163,7,AT3-18-WS-7,1,35,35,36,36,0.0011,0.5,0.001102,0.5,Y,IM,Y (tail),empty,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,WS,163,8,AT3-18-WS-8,1,51,51,54,54,0.0033,1.5,0.003307,1.5,Y,M,Y,detritus,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,WS,163,9,AT3-18-WS-9,1,41,41,42,42,0.0022,1,0.002205,1,Y,unidentifiable,Y (tail),detritus ,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Individual,WS,163,10,AT3-18-WS-10,1,43,43,44,44,0.0022,1,0.002205,1,Y,IM,Y (tail),Unidentifiable,1,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Bulk,WS,163,Bulk-2,,12,"45,39,49",44.33333333,"46,40,50",45.33333333,0.0209,9.5,0.001745,0.8,N,NA,NA,NA,2,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Bulk,WS,163,Bulk-3,,4,"42,48,53",47.66666667,"44,50,55",49.66666667,0.0055,2.5,0.001378,0.6,N,NA,NA,NA,3,NA,
Fall,25/10/2018,2018-10-25,Taylor,tay.f,Bulk,WS,163,Bulk-1,,7,33,33,34,34,0.0121,5.5,0.001732,0.8,N,NA,NA,NA,1,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Bulk,BND,630,Bulk,NA,14,"42, 35, 42",39.66666667,"44, 37, 44",41.66666667,0.0176,8,0.00126,0.6,N,NA,NA,NA,1,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Bulk,CC,212,Bulk,NA,12,"37, 35, 35",35.66666667,"40, 37, 37",38,0.0154,7,0.001286,0.6,N,NA,NA,NA,1,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Bulk,CC,212,Bulk,NA,18,"56, 55, 48",53,"60, 60, 52",57.33333333,0.004,1.8,0.000225,0.1,N,NA,NA,NA,1,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Bulk,BND,630,Bulk,NA,9,"34, 35, 41",36.66666667,"36, 37, 45",39.33333333,NA,NA,0.001102,0.5,N,NA,NA,NA,2,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Bulk,CC,212,Bulk,NA,6,"39, 30, 39",36,"41, 32, 41,",38,NA,NA,0.001102,0.5,N,NA,NA,NA,2,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Bulk,CC,212,Bulk,NA,14,"47, 49, 45",47,"50, 51, 48",49.66666667,NA,NA,0.003307,1.5,N,NA,NA,NA,2,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Individual,CC,212,1,HC3-18-CC-1,1,65,65,70,70,,3,0.006614,3,N,NA,NA,NA,2,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Individual,CC,212,2,HC3-18-CC-2,1,61,61,75,75,,3,0.006614,3,N,NA,NA,NA,2,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Bulk,BND,630,Bulk,NA,10,"38, 38, 37",37.66666667,"41, 41, 40",40.66666667,NA,NA,0.001102,0.5,N,NA,NA,NA,3,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Bulk,CC,212,Bulk,NA,7,"44, 47, 41",44,"46, 50, 43",46.33333333,NA,NA,0.002205,1,N,NA,NA,NA,3,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Bulk,CC,212,Bulk,NA,5,"38, 34, 35",35.66666667,"40, 36, 37",37.66666667,NA,NA,0.001102,0.5,N,NA,NA,NA,3,NA,
Fall,23/10/2018,2018-10-23,Hawk Cliff,haw.c,Individual,CC,212,3,HC3-18-CC-3,1,75,75,80,80,,4,0.008818,4,N,NA,NA,NA,3,NA,